UniprotID,symbol,BL1,BL2,BL3,BL4,BL5,BL6,BL7,BL8,BL9,BL10,AMS1,AMS2,AMS3,AMS4,AMS5,AMS6,AMS7,AMS8,AMS9,AMS10
O43699,SIGLEC6,6.00404,6.17471,6.72915,6.32177,6.50113,5.81222,6.20112,6.06213,5.80448,6.45213,6.02951,5.99775,6.5494,6.35548,6.05033,5.64783,6.10805,6.26888,5.3355,6.53618
O43736,ITM2A,0.91904,0.99472,0.51785,0.43877,1.07578,-0.08174,0.49719,1.12982,1.2385,0.55106,1.6437,0.4547,1.11263,1.09569,0.87083,-0.21753,1.11464,1.11886,1.55259,0.87317
P42702,LIFR,3.56598,3.21679,3.3996,3.33988,4.88457,3.41893,3.25095,3.49423,3.74746,3.40595,3.51953,3.68061,3.47131,3.52794,4.69531,3.52382,3.40127,3.7971,3.57932,3.62304
Q9HAV5,EDA2R,3.41576,3.23824,3.47486,2.61852,3.5657,3.36629,3.41429,3.47186,3.12248,3.21653,3.61654,3.47939,3.44066,3.0975,3.38783,3.24396,3.60831,3.7175,3.10032,3.29621
Q8NFP4,MDGA1,4.66088,3.70853,2.6014,3.06113,4.89821,3.01077,4.04653,3.30132,3.78168,3.99649,4.59306,3.93872,2.77191,3.34679,4.73969,3.13292,4.27991,3.67551,3.83181,3.79605
Q9NSA1,FGF21,2.45247,3.55366,3.78086,5.26689,6.97255,4.71903,5.37582,3.63698,3.67477,4.06594,3.48523,5.13883,6.40383,5.97891,3.51251,7.51203,6.58201,5.37356,4.79491,4.10806
P01138,NGF,1.54068,1.24903,1.31879,1.11466,1.91333,1.11966,1.32971,1.51646,1.59935,1.32237,1.67645,1.72486,1.46261,1.23081,1.65585,1.85135,1.47775,1.64298,1.32563,1.57055
Q6UXG3,CD300LG,3.44086,3.36917,2.96092,3.14978,3.64962,2.83981,2.96609,3.63478,3.07107,3.05058,3.63017,3.42421,3.58162,3.34549,3.32184,2.85571,3.04881,3.82015,3.44828,3.00413
P25116,F2R,8.09931,7.8022,8.359,7.992,7.84581,8.21103,8.19338,7.91784,8.31811,7.98398,8.19265,8.33414,8.1893,8.66759,8.11759,8.69969,7.72009,8.79797,7.9712,8.42276
Q49AH0,CDNF,1.81594,1.62923,1.6746,1.69024,1.66486,2.02271,1.70907,1.94911,1.49165,1.57087,1.76631,1.89767,1.59832,2.00191,1.96742,1.91031,1.7507,2.54022,1.21177,2.16538
P09668,CTSH,0.08863,-0.0023,,0.79787,0.17521,0.95661,-0.18214,0.4921,0.74601,,0.477,0.47855,,0.77837,0.30388,0.83865,0.56719,0.85743,0.4583,
O15444,CCL25,6.16705,5.43164,5.45642,5.82371,5.87933,4.94793,6.7633,4.85797,5.57749,5.23147,5.99429,6.24432,5.73414,6.15317,5.96261,5.17276,6.63357,5.21209,5.54185,5.07697
Q8NHJ6,LILRB4,1.32885,1.13355,1.73955,0.88617,1.18287,0.58893,1.58326,1.04241,1.43031,1.37875,1.19546,1.59119,1.74428,1.18088,1.1413,1.23364,1.60046,1.30158,1.1463,1.62435
P24592,IGFBP6,,4.67271,4.63999,4.62155,5.39666,4.97325,4.99434,5.101,4.88302,4.98479,,5.07198,5.29654,5.28985,5.3841,4.49998,5.18647,5.2564,4.73575,5.37729
O14773,TPP1,4.14654,4.53264,4.73444,4.91067,4.62906,3.21827,4.09956,3.60218,4.19545,3.99635,4.4436,4.71483,4.33172,4.71488,4.59904,4.29979,4.25141,4.56666,4.31542,4.18674
O15197,EPHB6,4.30114,4.09037,4.30002,4.18692,4.17532,3.87638,4.36478,4.33059,4.20134,4.57894,4.25357,4.13408,4.24254,4.82674,4.00209,4.13271,4.43798,4.67765,4.19419,4.70949
P32942,ICAM3,,4.64533,3.59833,4.27186,4.3243,4.93782,4.10081,4.51887,4.59359,4.38771,,4.78215,3.92893,4.64491,4.22398,4.86093,4.3721,4.94359,4.26507,4.57906
O14763,TNFRSF10B,4.76056,4.60754,5.11637,4.71813,5.09472,4.83604,5.12303,4.93963,4.9365,4.90839,4.95456,5.03178,5.44898,5.08154,4.89653,4.80806,5.18455,5.16567,4.61612,5.07781
Q02763,TEK,6.6676,6.62371,6.94014,6.58447,6.77753,7.29195,6.62459,6.56156,6.78252,6.67544,6.83359,6.91217,7.02624,7.02664,6.88043,7.00286,6.65536,6.89869,6.59034,6.83798
Q13651,IL10RA,0.04147,0.64835,0.50206,0.55533,0.58627,0.13966,0.13412,0.70843,0.62307,0.26146,0.44574,0.75861,0.27517,6.3983,0.44739,0.311,0.46298,0.86264,3.46098,0.44273
O95544,NADK,4.66259,4.2973,,5.07999,3.74004,3.21386,4.29618,4.0902,3.65694,,3.84267,3.76305,,3.85818,3.15356,3.99435,4.74432,3.63706,2.95605,
Q86Z14,KLB,2.33389,2.65178,2.34879,2.57522,2.21429,2.42971,2.37556,3.05856,2.90254,2.18906,2.48467,2.6492,2.31478,2.16594,1.74817,1.92288,2.35229,3.39957,2.31141,2.14888
P19021,PAM,,1.43742,1.13869,1.24403,1.7317,1.07107,1.34145,1.37564,1.33398,1.27823,,1.53055,1.43331,1.48592,1.47021,1.4181,1.37059,1.74879,1.17632,1.36569
P17813,ENG,,2.18091,1.9196,1.81598,2.27845,2.10734,1.77342,1.86927,2.16963,1.92276,,2.38317,2.12219,2.3996,2.20275,1.8807,2.0189,2.19255,1.92852,2.18186
Q14515,SPARCL1,,3.072,2.26678,2.51925,3.01173,2.81499,2.85822,2.94804,2.69501,2.82699,,2.95923,2.70198,2.79357,3.18568,2.67249,2.87424,3.15435,2.58738,3.03105
Q9P0M4,IL17C,1.81963,1.63789,1.57625,1.10306,1.54601,0.94396,1.22945,1.71629,2.01568,1.68398,1.37594,1.00307,0.99174,1.61132,0.70018,1.12122,1.54986,1.20573,2.37869,0.465
O00592,PODXL,5.32105,4.9683,4.60387,5.16316,5.29009,4.70102,5.01429,5.32109,5.06177,5.09317,5.2835,5.12837,4.86692,5.31322,5.08244,5.23108,5.20116,5.31559,5.03975,5.08
Q9BXJ7,AMN,1.82242,0.83441,1.15756,1.03805,,1.4205,1.44756,1.39552,1.40205,1.1545,1.85952,1.00746,1.46793,1.1293,,2.28616,1.50996,1.45195,1.79192,1.38096
P40225,THPO,1.88448,2.33082,2.52784,2.16052,1.64195,2.40733,1.93751,1.95747,1.73502,1.87739,1.76642,2.33387,2.14717,2.19213,2.24857,2.94452,2.05886,2.90191,1.53156,2.38908
P35318,ADM,6.23943,6.18061,6.07553,5.72785,6.42261,4.57913,6.15425,6.43487,6.12675,5.93517,6.15957,6.81327,6.46751,6.0499,6.43232,6.52834,6.07727,6.48543,5.86751,6.04906
P41159,LEP,2.82398,2.53947,3.13465,3.64591,4.35849,5.26704,2.88194,4.72582,1.85719,1.68546,3.45331,3.93642,3.58536,4.23454,3.91144,4.6526,3.08213,4.81298,1.7597,2.35397
P13726,F3,5.72784,5.54667,5.40115,5.3853,5.77924,5.29949,5.29784,5.13597,5.65467,5.23899,5.85599,5.67888,5.50866,5.80248,5.72451,5.38966,5.32453,5.36392,5.3265,5.42543
P35218,CA5A,4.56208,1.91015,1.05367,1.62188,3.05623,2.1072,1.22588,0.85203,3.74803,0.54188,2.98539,2.46661,1.45044,1.89603,1.89076,0.8099,1.18406,0.54188,1.28106,1.08636
P05121,SERPINE1,6.07072,6.45054,7.15332,7.59478,7.19529,7.02675,6.67025,5.55828,6.23058,5.74247,5.12698,6.76387,5.89009,7.00533,5.09312,6.7288,5.31702,7.22021,5.51607,5.95251
P21860,ERBB3,8.7745,8.76138,8.86646,8.79771,9.25705,8.95895,8.97286,8.98446,8.92637,8.77908,8.76752,9.17535,9.17806,9.05805,8.98136,9.16116,8.81169,9.24302,8.92145,8.84568
P37173,TGFBR2,5.7805,5.13949,5.37967,5.40188,5.85303,5.50999,5.42264,5.85246,5.65653,5.73167,6.05476,5.50053,5.66745,5.79233,5.50298,5.5988,5.29767,6.11392,5.59934,5.7582
Q9BWV1,BOC,6.17405,5.82014,5.53682,5.85737,5.75368,5.71799,6.07645,6.34016,5.99927,6.00263,5.68796,5.47787,5.80789,6.15425,5.35954,5.63502,5.79514,6.35036,5.60207,6.04985
Q9UMR7,CLEC4A,3.42511,3.21454,3.37621,3.01483,2.74956,1.87085,3.50201,2.55904,2.90625,3.33852,3.43027,3.34082,3.43588,3.28077,2.52304,1.87797,3.54526,2.94307,2.83338,3.60151
P15151,PVR,7.92776,6.79294,8.0749,7.75557,8.55534,7.53022,7.41171,7.8127,8.03296,7.96584,7.91308,7.01673,7.91611,8.18476,8.42396,7.7965,7.59869,8.07599,7.95319,7.94021
Q15165,PON2,0.45006,0.86091,1.01991,0.13848,,0.62278,0.52803,0.80803,0.06745,0.36345,0.22735,1.02846,1.39745,0.4223,,0.93839,0.80894,0.81842,0.78704,0.5592
Q9UBX1,CTSF,1.18506,1.23112,1.10952,0.96643,2.42983,0.15749,1.51465,1.04477,2.2176,1.33293,1.78105,1.36269,1.69638,1.56933,2.0577,0.69863,1.47325,1.91032,1.74339,1.13743
P54760,EPHB4,4.64361,4.27418,4.24329,4.14514,4.8718,4.40937,4.71479,4.40337,4.6681,4.79179,4.86847,4.63233,4.24541,4.56535,4.71166,4.21196,4.65982,4.81248,4.57119,5.02322
P48960,CD97,5.18546,4.75576,4.25047,4.48348,5.08426,3.94861,4.85151,5.13047,4.34962,4.82785,5.11716,4.53642,4.56442,5.03683,4.91843,4.64625,4.87731,5.28106,4.63531,4.71145
Q9UJM8,HAO1,8.04489,6.27241,4.18868,4.45542,7.64829,4.72682,4.32685,3.33135,6.17307,2.64927,5.33558,6.95809,4.17611,6.0922,6.0729,3.0686,3.69909,2.41503,3.67957,3.54245
Q8WXI7,MUC16,4.62596,4.37688,4.5387,3.46924,4.77137,3.74936,3.63975,4.59451,4.92787,4.18674,4.9278,4.99854,4.59216,3.7664,4.10617,3.78532,3.9296,4.95303,4.974,4.41477
P14778,IL1R1,5.52623,5.21166,5.31521,5.15679,5.27298,5.23985,5.42538,5.52874,5.49749,5.30724,5.4749,5.48725,5.27906,5.54515,5.36502,5.15057,5.53685,5.9215,5.23683,5.46943
P20718,GZMH,5.9863,5.49673,5.50452,5.09723,5.99959,4.9508,4.7571,4.37815,5.3155,5.02204,6.08988,6.66654,5.74743,5.33298,5.0828,6.1642,4.97307,5.5716,4.71836,5.48279
Q9NQ25,SLAMF7,2.70328,3.41976,3.15162,1.67516,1.92714,3.05873,2.84565,2.38705,2.70196,3.21689,3.11272,3.92264,3.08464,2.18014,1.40056,3.42976,3.28669,3.01758,2.36343,3.12702
O14917,PCDH17,5.4672,4.91064,5.03608,5.44607,5.4821,4.74738,5.28901,5.05098,5.39908,4.47184,5.25677,5.12105,5.37128,5.80183,5.248,5.25597,5.41397,5.22015,5.21799,4.55534
P78556,CCL20,7.63923,7.5243,7.80382,6.98989,6.73081,7.38552,6.75459,6.11864,6.42282,7.66758,7.4732,7.0513,7.18867,7.69371,7.4052,7.49779,6.91695,7.01105,7.25339,7.99847
P55285,CDH6,4.30016,3.80296,3.87802,4.06046,4.19427,3.93882,4.26893,4.30716,4.13265,4.30952,4.22023,3.84089,4.00602,4.32349,4.11853,3.93317,4.35567,4.53469,4.28737,4.18243
P04085,PDGFA,3.28169,3.52268,4.14057,5.00035,2.63658,3.96964,3.71046,2.77327,3.53947,2.96565,2.2814,3.54758,2.55369,4.01797,2.30733,3.83594,2.24903,4.52155,2.53781,3.1986
Q96H15,TIMD4,,3.89705,3.66055,3.67364,3.34145,3.47985,3.48884,4.7213,4.35045,3.54574,,4.0368,3.97933,4.07877,3.228,3.44925,3.58063,5.04916,4.05598,3.68057
P47992,XCL1,4.74224,4.80139,4.09272,5.21628,4.76878,4.52298,3.79731,5.34837,6.61973,5.14823,4.69085,5.25627,3.84628,5.59897,4.58164,5.42993,4.07239,5.34598,6.54625,5.28214
Q9NQX5,NPDC1,4.79129,4.5856,,5.16813,5.27863,4.69585,5.56985,4.82367,5.0029,,4.77391,5.20816,,5.13326,4.97313,5.15348,6.31471,5.07749,4.85683,
Q92520,FAM3C,6.39068,5.9784,,7.09112,6.98775,6.19125,6.22414,6.29943,6.65274,,5.937,6.13876,,6.4515,6.25121,5.57738,6.8816,6.521,5.75725,
P07911,UMOD,,1.50065,1.15189,0.96797,1.25665,0.91435,1.25832,1.23411,1.31288,1.39378,,1.45817,1.18554,1.14711,1.04486,1.00605,1.368,1.70993,1.35234,1.50862
Q9BQB4,SOST,4.60711,4.09457,,5.8437,5.36797,4.81251,5.08598,4.77505,5.37153,,4.613,5.1292,,5.49325,5.1847,5.48906,6.29043,5.33303,4.99535,
P08473,MME,2.77877,2.70955,1.88102,2.21898,3.02328,2.52755,1.92693,1.72842,2.12637,2.11698,2.38841,2.94388,2.13574,2.90233,3.18508,2.34636,2.1022,1.89425,2.08618,2.33419
P18084,ITGB5,9.13256,8.54764,8.40135,8.32493,8.58172,8.75628,8.40518,8.6755,8.31727,8.74462,8.75695,8.48642,8.34332,8.19873,8.16727,9.06307,8.23507,8.66859,8.51961,8.36975
Q11201,ST3GAL1,3.14343,2.87263,3.2309,2.48619,,3.17682,5.21533,2.87875,2.97985,3.12817,2.93825,3.27003,3.13593,2.81739,,3.51315,5.42853,3.0427,3.13709,3.4355
O95750,FGF19,9.03963,7.44271,8.35963,7.26431,9.79435,8.19979,8.44105,8.42348,9.32047,8.37615,9.12286,7.85823,9.07416,9.5913,9.17641,9.19898,9.70467,8.07168,8.34701,8.84035
P31997,CEACAM8,4.41394,4.78827,5.09199,3.94905,3.91197,3.72944,3.34387,3.76329,3.91093,3.98525,4.47678,4.64308,4.79816,3.99979,4.23696,4.52265,3.84238,4.60916,3.28993,4.63264
Q8NC01,CLEC1A,3.25086,3.30569,3.66273,2.87322,,3.00806,3.22965,3.14009,3.42288,2.74489,3.26748,3.53921,4.07693,3.76913,,3.30528,3.09538,3.39546,3.54377,2.90088
P10586,PTPRF,3.00274,3.49905,3.08571,2.97212,3.22453,2.25228,3.3075,3.17179,3.01973,2.75564,3.26046,3.39632,2.88765,3.32305,3.0765,2.64934,3.29585,3.57714,3.18121,2.68461
Q9UBP4,DKK3,3.86881,3.95968,3.36225,3.2845,4.69917,3.52257,4.20412,4.4755,3.33631,4.22016,3.83078,3.60938,3.13622,3.571,4.2294,3.56243,4.07391,4.50482,3.51933,3.72778
Q6WN34,CHRDL2,3.78763,2.52157,,3.15032,3.71484,2.19528,2.89074,3.46162,3.67604,,3.36783,2.04945,,2.58129,2.99065,2.23168,3.75716,3.27856,3.06309,
P48023,FASLG,11.4635,10.63229,11.64926,11.42028,11.72693,11.10332,11.01109,11.95047,11.2248,11.31084,11.08335,10.60583,11.81568,11.37258,10.72088,11.39081,10.81269,12.10435,10.93995,11.02206
P33151,CDH5,4.34375,4.12455,3.9892,4.19952,4.44393,3.68737,3.82448,3.93557,4.33517,3.94655,4.23872,4.26389,4.01452,4.4135,4.07177,3.31055,3.72914,3.96954,4.092,3.85255
Q02742,GCNT1,2.95286,2.98949,3.04609,3.34431,3.33449,3.38676,2.98891,3.06107,2.84996,3.21732,2.81502,3.56408,3.04395,3.63389,3.31452,3.27968,2.93966,3.6871,2.72147,3.43033
Q96PQ0,SORCS2,2.36974,2.4754,2.1224,2.11125,2.76481,2.14864,2.58779,2.03053,2.275,2.7693,2.41732,2.59707,2.36805,2.50109,2.52015,2.30054,2.61828,2.28155,2.02436,2.92647
Q99895,CTRC,10.3582,10.8444,10.4668,11.57791,11.1923,10.40349,10.55026,10.1876,11.45107,11.04902,10.21193,11.2351,10.50796,11.93337,11.30857,10.69907,10.5225,10.24444,11.20643,11.1124
O00182,LGALS9,7.91409,7.49844,7.86132,7.21373,7.27842,7.62717,7.82889,7.93682,7.34437,7.77839,7.83264,7.58829,8.08492,7.48737,7.24884,7.86581,7.68455,8.02216,7.35839,7.73552
P63313,TMSB10,3.19813,2.733,4.55053,2.76778,3.025,3.46404,3.21032,2.87108,2.67131,2.46611,3.46833,3.62146,3.51722,3.75508,2.96357,4.08335,2.7205,6.04753,2.00363,4.13566
Q08708,CD300C,5.47351,5.56258,5.64584,5.9406,5.44125,5.16829,5.43918,5.45899,5.74375,5.82036,5.50279,5.672,5.65029,6.14555,5.14553,5.49908,5.5468,5.67149,5.86702,5.74128
P15529,CD46,,2.95998,2.8567,2.79299,3.0698,3.3694,2.87204,2.99123,2.91501,3.06044,,2.96107,3.01067,3.24867,3.09935,3.09379,2.85059,3.90823,2.72453,3.53822
P18065,IGFBP2,9.3526,9.02299,9.86151,8.74562,8.70354,8.88989,8.94503,9.10495,9.4084,9.5464,8.96127,9.13054,9.23095,8.4423,8.46264,8.30162,8.90543,10.02721,8.69166,9.39732
Q8IU57,IFNLR1,-0.14186,0.54562,0.86368,0.13027,0.57742,0.10876,0.74933,0.43854,0.77214,0.4281,0.00525,0.83406,0.81283,0.88451,0.64384,0.51652,0.44147,0.8916,0.26781,0.77127
Q6ZUJ8,PIK3AP1,3.5054,2.72352,3.58421,3.64186,3.37452,2.17982,3.03491,3.20121,3.3227,2.57575,2.42866,2.068,2.58142,3.48584,2.20746,3.32789,2.50286,3.96318,2.0156,2.90505
Q9H5Y7,SLITRK6,1.41524,1.16257,0.81525,1.35743,1.59284,1.12273,1.54061,1.29182,1.46391,1.47319,1.1985,1.19186,0.95341,1.46414,1.04089,1.05972,1.27958,1.38378,1.19228,1.52256
P30086,PEBP1,4.28377,4.03491,4.4538,3.95654,5.02621,3.29728,3.85562,3.78121,3.9755,3.92445,3.43082,3.32748,3.39641,3.60261,3.52219,3.73288,3.41894,5.4475,2.69336,4.02421
O75023,LILRB5,,4.38788,4.63613,4.87091,5.31775,5.3966,4.60073,5.29755,5.42273,5.08527,,4.5979,5.09032,5.38056,5.27567,5.21361,4.65889,5.71298,5.06488,5.2271
P15086,CPB1,4.28547,4.70243,4.37928,5.24667,5.44036,4.66885,5.15041,4.19468,5.12664,5.47399,4.18618,5.02917,4.12293,5.27503,5.01914,4.42096,4.77,4.26959,4.80201,5.68108
P22301,IL10,2.10548,2.26499,2.37976,1.68625,1.94043,0.95092,1.61172,1.94514,1.6713,1.14698,2.01831,2.15104,2.08531,2.17313,2.7027,2.74246,1.9192,2.1956,1.48859,0.91861
P15289,ARSA,2.01836,2.27435,3.93445,3.45403,3.81304,2.6065,3.33866,2.08023,2.02127,1.86247,2.2863,2.37209,3.29434,3.58994,3.80248,3.30018,3.33677,3.0101,1.92012,2.345
O43570,CA12,1.84837,1.66119,1.68834,1.42867,,1.65934,2.36449,1.88361,1.27541,1.79672,1.79273,1.64551,1.8401,2.09649,,2.064,2.39416,1.97887,1.57403,1.94744
P30533,LRPAP1,7.72581,7.17894,8.28733,7.38217,7.51272,7.88802,7.56904,7.62396,7.80202,7.5839,7.46746,7.43228,7.71222,7.87833,7.52317,8.32781,7.50741,9.05068,7.75518,8.24575
Q8WTU2,SSC4D,1.9036,2.78554,,1.83982,4.06963,2.66375,1.47588,2.70324,1.64173,,2.15764,3.58971,,2.40536,3.69968,3.2002,2.36404,3.30332,0.73788,
Q16620,NTRK2,6.60428,6.36482,6.27138,6.37572,6.43789,6.50949,6.44648,6.44934,6.18154,6.40468,6.46858,6.55912,6.22096,6.58157,6.31748,6.55758,6.54851,6.79133,6.19782,6.43397
Q9C0C4,SEMA4C,2.36072,2.45644,2.4229,2.47066,2.51224,3.04947,2.12314,2.52539,2.29387,2.25426,2.50131,2.5479,2.72342,2.72047,2.48072,2.61719,2.45872,2.60347,2.26141,2.4883
Q9BXY4,RSPO3,4.59188,4.34585,4.62667,5.106,4.18674,3.79454,4.22714,4.35637,4.41373,4.55541,4.62597,4.66786,4.46572,5.11468,3.91108,4.71859,4.07694,4.93471,4.42277,4.80848
Q16653,MOG,2.79459,3.43442,2.83847,2.17336,3.67012,3.28392,3.30474,2.40708,2.9757,3.00507,2.75168,3.40117,2.85013,2.72078,3.75733,3.13047,3.30715,2.55134,2.89567,3.52582
P35475,IDUA,3.67698,2.94623,3.65678,3.80782,4.54231,2.7141,4.17824,4.05125,4.48487,4.34632,3.64534,3.43424,4.3133,3.94046,4.22227,3.67665,4.29886,4.57712,4.14361,4.03226
Q6UXB4,CLEC4G,1.48876,1.26706,1.79863,1.27769,1.36586,1.03497,1.82153,1.04197,1.3291,0.9623,1.62451,1.49457,1.68316,1.66684,1.21064,1.14657,1.73108,1.47419,1.23301,0.99283
P22749,GNLY,,1.03685,1.2866,0.62433,1.25796,1.39591,1.17195,1.0422,0.87033,0.80055,,1.47826,1.31389,0.91616,1.08458,1.33947,1.14653,1.45809,0.70925,0.96197
Q96I82,KAZALD1,3.6823,4.04634,3.49128,3.53516,4.95884,5.84596,3.80967,4.64327,3.97869,3.27865,3.20722,3.65621,3.3814,3.65965,4.41874,6.51929,3.79965,4.39562,3.53453,3.21392
Q5VY43,PEAR1,5.46488,5.42905,5.82016,5.378,5.80232,4.9134,5.25105,5.63632,5.22418,5.16945,5.71734,5.53199,5.50604,5.80574,5.56351,4.90241,5.31319,6.34291,5.40886,5.21888
Q07065,CKAP4,3.58336,3.07225,3.14641,2.61136,3.45573,2.92677,3.06082,3.38166,3.11844,3.3089,3.56083,3.38841,3.12301,3.2209,3.128,3.25153,2.99358,3.67373,3.08872,3.34223
P11684,SCGB1A1,3.45845,4.03193,3.99629,4.12864,3.5077,3.35482,3.69311,4.31352,3.46504,3.8345,2.97454,3.70043,3.77289,3.96984,4.33148,3.84633,3.27392,3.33211,3.17116,3.29848
P43629,KIR3DL1,2.96941,0.98937,1.923,1.03158,,1.36931,0.14215,1.72641,0.28851,1.59606,2.53739,1.43289,2.19064,1.79258,,1.69476,0.23728,2.02588,0.47985,1.93489
Q99650,OSMR,,0.90723,0.78434,0.61795,1.12518,0.66527,0.56423,0.84808,0.87106,0.63401,,1.0135,0.82677,0.85712,1.06106,0.69064,0.66559,1.1432,0.62644,0.73618
P39900,MMP12,6.49623,7.29105,6.77533,6.73283,6.67349,6.97486,7.121,6.85136,6.51706,6.90799,6.25846,7.07273,7.3306,6.8307,6.41486,6.57081,7.12618,6.93716,6.24672,6.21581
P21980,TGM2,9.28046,8.75947,9.06094,9.01352,8.91919,8.62379,9.07816,9.27454,9.29555,9.7034,8.84204,8.20996,8.96556,8.6236,9.01091,9.13276,8.74621,9.41959,8.73053,9.86976
